"Código Régimen","Código Departamento","Código Localidad","Padrón","Block/Manzana","EP/SS","Unidad","Área predio","Área edificada","Valor catastral terreno","Valor catastral mejoras","Valor catastral total","Valor para impuestos","Fecha última DJCU","Vigencia última DJCU"
"PH","B","EH",18151,"","",103,2198,59,0,0,1794525,1967172,"24/04/2023","24/04/2033"
"PH","B","EH",18151,"","",104,2198,77,0,0,2401273,2509583,"24/04/2023","24/04/2033"
"PH","B","EH",18151,"","SS",101,2198,95,0,0,2595622,3061592,"24/04/2023","24/04/2033"
"PH","B","EH",18151,"","SS",102,2198,97,0,0,2633447,3120847,"24/04/2023","24/04/2033"
"PH","B","EH",18151,"","SS",103,2198,97,0,0,2628319,3122405,"24/04/2023","24/04/2033"
"PH","B","EH",18151,"","SS",104,2198,77,0,0,2605855,2714909,"24/04/2023","24/04/2033"
"PH","B","EH",18151,"","SS",201,2198,43,0,0,1326613,1427011,"24/04/2023","24/04/2033"
"PH","B","EH",18151,"","SS",202,2198,85,0,0,2556512,2848637,"24/04/2023","24/04/2033"
"PH","B","EH",18151,"","SS",203,2198,47,0,0,1444889,1470992,"24/04/2023","24/04/2033"
"PH","B","EH",18175,"","",1,1528,160,0,0,4593165,4593165,"25/10/2017","25/10/2027"
"PH","B","EH",18175,"","",2,1528,96,0,0,2748137,2748137,"25/10/2017","25/10/2027"
"PH","B","EH",18175,"","",3,1528,181,0,0,5560273,5560273,"25/10/2017","25/10/2027"
"PH","B","EH",18175,"","",4,1528,95,0,0,2742507,2742507,"25/10/2017","25/10/2027"
"PH","B","EH",18175,"","",101,1528,85,0,0,2809471,2809471,"25/10/2017","25/10/2027"
"PH","B","EH",18175,"","",102,1528,85,0,0,2811839,2811839,"25/10/2017","25/10/2027"
"PH","B","EH",18175,"","",104,1528,85,0,0,2809175,2809175,"25/10/2017","25/10/2027"
"PH","B","EH",18175,"","SS",101,1528,64,0,0,1850360,1850360,"25/10/2017","25/10/2027"
"PH","B","EH",18175,"","SS",102,1528,64,0,0,1853030,1853030,"25/10/2017","25/10/2027"
"PH","B","EH",18175,"","SS",103,1528,64,0,0,1851547,1851547,"25/10/2017","25/10/2027"
"PH","B","EH",18200,"","",1,13429,115,0,0,2807250,2807250,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",2,13429,115,0,0,2807250,2807250,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",3,13429,105,0,0,2692854,2692854,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",4,13429,94,0,0,2304269,2304269,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",5,13429,82,0,0,1643312,1643312,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",6,13429,82,0,0,1643312,1643312,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",7,13429,94,0,0,1946553,1946553,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",8,13429,105,0,0,2302453,2302453,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",9,13429,115,0,0,2807250,2807250,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",10,13429,115,0,0,2807250,2807250,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",11,13429,105,0,0,2298822,2298822,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",12,13429,94,0,0,1901159,1901159,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",13,13429,82,0,0,1643312,1643312,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",14,13429,82,0,0,1643312,1643312,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",15,13429,94,0,0,2302453,2302453,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",16,13429,105,0,0,2700116,2700116,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",101,13429,115,0,0,2870804,2870804,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",102,13429,115,0,0,2870804,2870804,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",103,13429,104,0,0,2674696,2674696,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",104,13429,94,0,0,2344217,2344217,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",105,13429,82,0,0,1654207,1654207,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",106,13429,82,0,0,1654207,1654207,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",107,13429,94,0,0,1986501,1986501,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",108,13429,105,0,0,2284295,2284295,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",109,13429,115,0,0,2870804,2870804,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",110,13429,115,0,0,2870804,2870804,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",111,13429,105,0,0,2278847,2278847,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",112,13429,94,0,0,1988317,1988317,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",113,13429,82,0,0,1654207,1654207,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",114,13429,82,0,0,1654207,1654207,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",115,13429,94,0,0,2342402,2342402,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",116,13429,105,0,0,2681958,2681958,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",201,13429,115,0,0,2841751,2841751,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",202,13429,115,0,0,2839935,2839935,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",203,13429,105,0,0,2703749,2703749,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",204,13429,94,0,0,2342402,2342402,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",205,13429,82,0,0,1650576,1650576,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",206,13429,82,0,0,1650576,1650576,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",207,13429,94,0,0,1984686,1984686,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",208,13429,105,0,0,2313348,2313348,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",209,13429,115,0,0,2841751,2841751,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",210,13429,115,0,0,2839935,2839935,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",211,13429,105,0,0,2306085,2306085,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",212,13429,94,0,0,1986256,1986256,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",213,13429,82,0,0,1650576,1650576,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",214,13429,82,0,0,1650576,1650576,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",215,13429,94,0,0,2342402,2342402,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",216,13429,105,0,0,2711011,2711011,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",301,13429,120,0,0,3181308,3181308,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",302,13429,99,0,0,2834487,2834487,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",303,13429,103,0,0,2674696,2674696,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",304,13429,95,0,0,2507641,2507641,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",305,13429,81,0,0,1938494,1938494,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",306,13429,81,0,0,1815815,1815815,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",307,13429,95,0,0,2146294,2146294,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",308,13429,103,0,0,2335137,2335137,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",309,13429,120,0,0,3177677,3177677,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",310,13429,99,0,0,2832672,2832672,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",311,13429,103,0,0,2291557,2291557,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",312,13429,95,0,0,2148110,2148110,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",313,13429,81,0,0,1815815,1815815,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",314,13429,81,0,0,1815815,1815815,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",315,13429,95,0,0,2505825,2505825,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","",316,13429,103,0,0,2749144,2749144,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","SS",101,13429,115,0,0,2614774,2614774,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","SS",102,13429,115,0,0,2614774,2614774,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","SS",103,13429,105,0,0,2391428,2391428,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","SS",104,13429,94,0,0,2149924,2149924,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","SS",105,13429,82,0,0,1554338,1554338,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","SS",106,13429,82,0,0,1556154,1556154,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","SS",107,13429,94,0,0,1790394,1790394,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","SS",108,13429,105,0,0,2001029,2001029,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","SS",109,13429,115,0,0,2614774,2614774,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","SS",110,13429,115,0,0,2614774,2614774,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","SS",111,13429,105,0,0,1995581,1995581,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","SS",112,13429,94,0,0,1792209,1792209,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","SS",113,13429,82,0,0,1554338,1554338,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","SS",114,13429,82,0,0,1556154,1556154,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","SS",115,13429,94,0,0,2146294,2146294,"22/10/2021","22/10/2031"
"PH","B","EH",18200,"","SS",116,13429,105,0,0,2398691,2398691,"22/10/2021","22/10/2031"
"PH","B","EH",18223,"","",1,3949,61,0,0,2201924,2201924,"08/08/2018","08/08/2028"
"PH","B","EH",18223,"","",2,3949,42,0,0,1524833,1524833,"08/08/2018","08/08/2028"
"PH","B","EH",18223,"","",3,3949,42,0,0,1525624,1525624,"08/08/2018","08/08/2028"
"PH","B","EH",18223,"","",4,3949,85,0,0,3061518,3061518,"08/08/2018","08/08/2028"
"PH","B","EH",18223,"","",5,3949,85,0,0,3070999,3070999,"08/08/2018","08/08/2028"
"PH","B","EH",18223,"","",6,3949,59,0,0,2145039,2145039,"08/08/2018","08/08/2028"
"PH","B","EH",18223,"","",101,3949,100,0,0,3574275,3574275,"08/08/2018","08/08/2028"
"PH","B","EH",18223,"","",102,3949,85,0,0,3007794,3007794,"08/08/2018","08/08/2028"
"PH","B","EH",18223,"","",103,3949,85,0,0,2998313,2998313,"08/08/2018","08/08/2028"
"PH","B","EH",18223,"","",104,3949,105,0,0,3733869,3733869,"08/08/2018","08/08/2028"
"PH","B","EH",18223,"","",105,3949,114,0,0,4038834,4038834,"08/08/2018","08/08/2028"
"PH","B","EH",18223,"","",106,3949,113,0,0,4015922,4015922,"08/08/2018","08/08/2028"
"PH","B","EH",18223,"","",107,3949,62,0,0,2220096,2220096,"08/08/2018","08/08/2028"
"PH","B","EH",18223,"","",108,3949,69,0,0,2507680,2507680,"08/08/2018","08/08/2028"
"PH","B","EH",18223,"","",201,3949,73,0,0,2607229,2607229,"08/08/2018","08/08/2028"
"PH","B","EH",18223,"","",202,3949,61,0,0,2178221,2178221,"08/08/2018","08/08/2028"
"PH","B","EH",18223,"","",203,3949,61,0,0,2177432,2177432,"08/08/2018","08/08/2028"
"PH","B","EH",18223,"","",204,3949,74,0,0,2638831,2638831,"08/08/2018","08/08/2028"
"PH","B","EH",18223,"","",205,3949,101,0,0,3584545,3584545,"08/08/2018","08/08/2028"
"PH","B","EH",18223,"","",206,3949,100,0,0,3568743,3568743,"08/08/2018","08/08/2028"
"PH","B","EH",18223,"","",207,3949,98,0,0,3483416,3483416,"08/08/2018","08/08/2028"
"PH","B","EH",18223,"","",208,3949,118,0,0,4190526,4190526,"08/08/2018","08/08/2028"
"PH","B","EH",18223,"","",209,3949,82,0,0,2932738,2932738,"08/08/2018","08/08/2028"
"PH","B","EH",18223,"","",305,3949,73,0,0,2630141,2630141,"08/08/2018","08/08/2028"
"PH","B","EH",18223,"","",306,3949,73,0,0,2617500,2617500,"08/08/2018","08/08/2028"
"PH","B","EH",18223,"","",307,3949,71,0,0,2559826,2559826,"08/08/2018","08/08/2028"
"PH","B","EH",18223,"","",308,3949,66,0,0,2433413,2433413,"08/08/2018","08/08/2028"
"PH","B","EH",18223,"","",309,3949,49,0,0,1777657,1777657,"08/08/2018","08/08/2028"
"PH","B","EH",18238,"","",1,2707,175,0,0,4984628,5004377,"26/10/2021","26/10/2031"
"PH","B","EH",18238,"","",2,2707,178,0,0,5111489,5115488,"26/10/2021","26/10/2031"
"PH","B","EH",18238,"","",3,2707,179,0,0,5137920,5147324,"26/10/2021","26/10/2031"
"PH","B","EH",18238,"","",4,2707,179,0,0,5132633,5136679,"26/10/2021","26/10/2031"
"PH","B","EH",18238,"","",5,2707,164,0,0,4762618,4741245,"26/10/2021","26/10/2031"
"PH","B","EH",18238,"","",101,2707,180,0,0,5597794,5618844,"26/10/2021","26/10/2031"
"PH","B","EH",18238,"","",102,2707,177,0,0,5581937,5614788,"26/10/2021","26/10/2031"
"PH","B","EH",18238,"","",103,2707,179,0,0,5666513,5688863,"26/10/2021","26/10/2031"
"PH","B","EH",18238,"","",104,2707,178,0,0,5624224,5642203,"26/10/2021","26/10/2031"
"PH","B","EH",18238,"","",105,2707,163,0,0,5259495,5268103,"26/10/2021","26/10/2031"
"PH","B","EH",18337,"","",1,2268,103,0,0,2043493,2043493,"13/01/2024","13/01/2034"
"PH","B","EH",18337,"","",2,2268,104,0,0,2036618,2036618,"13/01/2024","13/01/2034"
"PH","B","EH",18337,"","",3,2268,112,0,0,2221848,2221848,"13/01/2024","13/01/2034"
"PH","B","EH",18337,"","",4,2268,102,0,0,2016030,2016030,"13/01/2024","13/01/2034"
"PH","B","EH",18337,"","",101,2268,91,0,0,2098341,2098341,"13/01/2024","13/01/2034"
"PH","B","EH",18337,"","",102,2268,100,0,0,2096459,2096459,"13/01/2024","13/01/2034"
"PH","B","EH",18337,"","",103,2268,100,0,0,2284822,2284822,"13/01/2024","13/01/2034"
"PH","B","EH",18337,"","",104,2268,90,0,0,2062555,2062555,"13/01/2024","13/01/2034"
"PH","B","EH",18337,"","",105,2268,90,0,0,2092693,2092693,"13/01/2024","13/01/2034"
"PH","B","EH",18337,"","",106,2268,109,0,0,2427975,2427975,"13/01/2024","13/01/2034"
"PH","B","EH",18337,"","",107,2268,89,0,0,2041836,2041836,"13/01/2024","13/01/2034"
"PH","B","EH",18337,"","",108,2268,101,0,0,2314955,2314955,"13/01/2024","13/01/2034"
"UH","B","EH",17828,"","",1,10795,678,0,0,12792260,12545222,"28/06/2022","28/06/2032"
"UH","B","EH",17828,"","",2,6713,0,0,0,1651674,1116585,"28/06/2022","28/06/2032"
"UH","B","EH",17828,"","",3,7613,0,0,0,1873422,1266476,"28/06/2022","28/06/2032"
"UH","B","EH",17828,"","",4,8381,0,0,0,2062645,1394383,"28/06/2022","28/06/2032"
"UH","B","EH",17828,"","",5,6479,364,0,0,7193311,3317330,"28/06/2022","28/06/2032"
"UH","B","EH",17828,"","",6,7099,0,0,0,1746360,1180612,"28/06/2022","28/06/2032"
"UH","B","EH",17828,"","",7,7013,0,0,0,1725590,1166549,"28/06/2022","28/06/2032"
"UH","B","EH",17828,"","",8,6003,0,0,0,1477161,998599,"28/06/2022","28/06/2032"
"UH","B","EH",18047,"A","",1,5026,0,0,0,384614,354586,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"A","",2,4507,0,0,0,344897,345996,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"B","",1,6210,0,0,0,475219,405913,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"B","",2,4304,0,0,0,329363,318249,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"B","",3,4187,0,0,0,320410,318649,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"B","",4,4003,0,0,0,306329,311251,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"B","",5,4262,0,0,0,326149,316682,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"B","",6,4331,0,0,0,331429,322675,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"B","",7,4120,0,0,0,315282,309500,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"C","",1,5600,0,0,0,428538,377454,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"C","",2,4922,0,0,0,376655,346384,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"C","",3,4363,0,0,0,333878,321198,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"C","",4,4433,0,0,0,339235,324201,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"C","",5,4001,0,0,0,306176,312514,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"C","",6,4225,0,0,0,323317,321777,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"C","",7,4225,0,0,0,323317,322888,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"C","",8,4940,0,0,0,378033,398974,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"C","",9,5023,0,0,0,384384,371071,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"C","",10,5886,0,0,0,450425,411237,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"C","",11,4491,0,0,0,343672,331614,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"C","",12,5711,0,0,0,437033,387992,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"C","",13,5052,0,0,0,386603,357613,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"C","",14,5044,0,0,0,385991,358058,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"C","",15,4660,0,0,0,356605,340487,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"C","",16,7002,0,0,0,535827,459081,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"C","",17,5917,0,0,0,452797,408993,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"C","",18,4664,0,0,0,356912,375269,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"C","",19,6030,0,0,0,461444,437778,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"C","",20,4885,0,0,0,373824,378051,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"C","",21,4036,0,0,0,308854,346344,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"C","",22,4142,0,0,0,316966,342404,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"C","",23,4982,0,0,0,381247,351574,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"C","",24,6322,0,0,0,483790,434022,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"C","",25,5988,0,0,0,458230,425299,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"C","",26,4085,0,0,0,312604,309005,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"C","",27,4754,0,0,0,363799,339692,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"C","",28,4794,0,0,0,366859,341588,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"C","",29,4623,0,0,0,353774,338998,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"C","",30,4634,0,0,0,354616,341608,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"C","",31,4629,0,0,0,354233,354233,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"D","",1,4034,0,0,0,308701,306573,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"D","",2,4017,0,0,0,307400,305643,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"D","",3,4021,0,0,0,307706,305165,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"D","",4,6771,0,0,0,518149,518149,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"E","",1,4010,0,0,0,306865,304660,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"E","",2,4858,0,0,0,371757,352764,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"E","",3,6779,0,0,0,518761,435855,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"E","",4,4008,0,0,0,306711,321371,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"E","",5,8219,0,0,0,628957,513246,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"E","",6,4270,0,0,0,326761,323783,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"E","",7,4766,0,0,0,364717,350704,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"E","",8,4482,0,0,0,342984,349928,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"E","",9,6678,0,0,0,511032,465097,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"E","",10,4490,0,0,0,343597,327390,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"E","",11,4006,0,0,0,306558,306558,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"E","",12,4001,0,0,0,306176,306176,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"E","",13,4030,0,0,0,308395,308395,"15/04/2015","15/04/2025"
"UH","B","EH",18047,"E","",14,4028,0,0,0,308242,308242,"15/04/2015","15/04/2025"
"UH","B","EH",18422,"A","",1,1243,0,0,0,52206,51928,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"A","",2,1217,0,0,0,51114,50841,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"A","",3,1486,0,0,0,62412,62079,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"A","",4,1565,0,0,0,65730,65379,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"A","",5,1534,0,0,0,64428,64084,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"A","",6,1389,0,0,0,58338,58027,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"A","",7,1190,0,0,0,49980,49713,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"A","",8,1116,0,0,0,46872,46622,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AA","",1,1007,0,0,0,42294,42068,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AA","",2,1006,0,0,0,42252,42027,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AA","",3,1021,0,0,0,42882,42653,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AB","",1,1190,0,0,0,49980,49713,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AB","",2,1060,0,0,0,44520,44283,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AB","",3,1090,0,0,0,45780,45536,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AC","",1,1086,0,0,0,45612,45369,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AC","",2,1076,0,0,0,45192,44951,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AC","",3,1073,0,0,0,45066,44826,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AC","",4,1073,0,0,0,45066,44826,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AC","",5,1167,0,0,0,49014,48753,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AD","",1,1043,0,0,0,43806,43572,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AD","",2,1010,0,0,0,42420,42194,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AD","",3,1003,0,0,0,42126,41901,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AD","",4,1003,0,0,0,42126,41901,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AD","",5,1003,0,0,0,42126,41901,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AD","",6,1003,0,0,0,42126,41901,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AD","",7,1003,0,0,0,42126,41901,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AD","",8,1003,0,0,0,42126,41901,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AE","",1,1085,0,0,0,45570,45327,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AE","",2,1098,0,0,0,46116,45870,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AE","",3,1076,0,0,0,45192,44951,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AE","",4,1075,0,0,0,45150,44909,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AE","",5,1096,0,0,0,46032,45786,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AE","",6,1006,0,0,0,42252,42027,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AE","",7,1129,0,0,0,47418,47165,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AE","",8,1018,0,0,0,42756,42528,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AF","",1,1022,0,0,0,42924,42695,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AF","",2,1022,0,0,0,42924,42695,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AF","",3,1001,0,0,0,42042,41818,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AF","",4,1004,0,0,0,42168,41943,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AF","",5,1055,0,0,0,44310,44074,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AF","",6,1053,0,0,0,44226,43990,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AG","",1,1014,0,0,0,42588,42361,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AG","",2,1016,0,0,0,42672,42444,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AG","",3,1043,0,0,0,43806,43572,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AH","",1,1045,0,0,0,43890,43656,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AH","",2,1051,0,0,0,44142,43907,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AI","",1,1000,0,0,0,42000,41776,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AI","",2,1000,0,0,0,42000,41776,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AJ","",1,1000,0,0,0,42000,41776,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AJ","",2,1001,0,0,0,42042,41818,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AJ","",3,1001,0,0,0,42042,41818,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AJ","",4,1005,0,0,0,42210,41985,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AJ","",5,1097,0,0,0,46074,45828,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AK","",1,1120,0,0,0,47040,46789,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AK","",2,1009,0,0,0,42378,42152,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AK","",3,1030,0,0,0,43260,43029,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AK","",4,1006,0,0,0,42252,42027,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AK","",5,1009,0,0,0,42378,42152,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AK","",6,1006,0,0,0,42252,42027,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AK","",7,1004,0,0,0,42168,41943,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AK","",8,1044,0,0,0,43848,43614,"17/08/2023","17/08/2033"
"UH","B","EH",18422,"AK","",9,1023,0,0,0,42966,42737,"17/08/2023","17/08/2033"
