"Código Régimen","Código Departamento","Código Localidad","Padrón","Block/Manzana","EP/SS","Unidad","Área predio","Área edificada","Valor catastral terreno","Valor catastral mejoras","Valor catastral total","Valor para impuestos","Fecha última DJCU","Vigencia última DJCU"
"CO","B","EH",16423,"","",0,360,0,81440,0,81440,81440,"15/09/2009","15/09/2014"
"CO","B","EH",16424,"","",0,306,0,77880,0,77880,77880,"16/09/2009","16/09/2014"
"CO","B","EH",16425,"","",0,312,0,70583,0,70583,70583,"16/09/2009","16/09/2014"
"CO","B","EH",16426,"","",0,312,0,49986,0,49986,49986,"05/12/2016","05/12/2021"
"CO","B","EH",16427,"","",0,312,0,49986,0,49986,49986,"07/12/2016","07/12/2021"
"CO","B","EH",16428,"","",0,312,0,49986,0,49986,49986,"07/12/2016","07/12/2021"
"CO","B","EH",16429,"","",0,306,0,57689,0,57689,57689,"07/12/2016","07/12/2021"
"CO","B","EH",16430,"","",0,360,0,57689,0,57689,57689,"07/12/2016","07/12/2021"
"CO","B","EH",16431,"","",0,360,0,57689,0,57689,57689,"07/12/2016","07/12/2021"
"CO","B","EH",16432,"","",0,360,0,57689,0,57689,57689,"/  /","/  /"
"CO","B","EH",16433,"","",0,360,0,57689,0,57689,57689,"/  /","/  /"
"CO","B","EH",16435,"","",0,312,113,49986,1054847,1104833,750204,"13/10/2023","13/10/2028"
"CO","B","EH",16439,"","",0,360,0,57689,0,57689,57689,"/  /","/  /"
"CO","B","EH",16440,"","",0,360,129,57689,1885683,1943372,1943372,"09/07/2020","09/07/2025"
"CO","B","EH",16441,"","",0,360,0,57689,0,57689,57689,"05/12/2016","05/12/2021"
"CO","B","EH",16442,"","",0,360,0,57689,0,57689,57689,"07/12/2016","07/12/2021"
"CO","B","EH",16443,"","",0,504,0,52256,0,52256,52256,"21/04/2018","21/04/2023"
"CO","B","EH",16446,"","",0,2187,0,206154,0,206154,206154,"/  /","/  /"
"CO","B","EH",16447,"","",0,9496,0,805567,0,805567,805567,"/  /","/  /"
"CO","B","EH",16448,"","",0,2394,0,203089,0,203089,203089,"24/01/2013","24/01/2018"
"CO","B","EH",16449,"","",0,2295,0,254072,0,254072,254072,"/  /","/  /"
"CO","B","EH",16450,"","",0,2147,0,182137,0,182137,182137,"25/01/2022","25/01/2027"
"CO","B","EH",16452,"","",0,3000,0,254583,0,254583,254583,"20/01/2014","20/01/2019"
"CO","B","EH",16457,"","",0,414,0,27318,0,27318,27318,"/  /","/  /"
"CO","B","EH",16458,"","",0,560,100,47503,563557,611060,611060,"23/01/2007","23/01/2012"
"CO","B","EH",16459,"","",0,560,159,47503,1544136,1591639,1591639,"05/06/2020","05/06/2025"
"CO","B","EH",16460,"","",0,560,164,47503,1806186,1853689,2292146,"30/04/2022","30/04/2027"
"CO","B","EH",16470,"","",0,360,0,91618,0,91618,91618,"/  /","/  /"
"CO","B","EH",16471,"","",0,1297,0,293408,0,293408,293408,"19/05/2022","19/05/2027"
"CO","B","EH",16473,"","",0,4024,0,455153,0,455153,455153,"17/10/2022","17/10/2027"
"CO","B","EH",16479,"","",0,2536,0,645403,0,645403,645403,"10/01/2022","10/01/2027"
"CO","B","EH",16480,"","",0,1000,0,226218,0,226218,226218,"14/10/2009","14/10/2014"
"CO","B","EH",16481,"","",0,1000,0,226218,0,226218,226218,"14/10/2009","14/10/2014"
"CO","B","EH",16482,"","",0,1002,0,255022,0,255022,255022,"25/07/2017","25/07/2022"
"CO","B","EH",16483,"","",0,1000,123,226218,1396205,1622423,1622423,"28/04/2004","28/04/2009"
"CO","B","EH",16484,"","",0,1034,47,263158,516092,779250,779250,"10/12/2009","10/12/2014"
"CO","B","EH",16485,"","",0,1003,0,226903,0,226903,226903,"14/10/2009","14/10/2014"
"CO","B","EH",16486,"","",0,1000,0,226218,0,226218,226218,"14/10/2009","14/10/2014"
"CO","B","EH",16487,"","",0,1255,0,319388,0,319388,319388,"14/10/2009","14/10/2014"
"CO","B","EH",16488,"","",0,1002,0,255022,0,255022,255022,"14/10/2009","14/10/2014"
"CO","B","EH",16489,"","",0,1063,281,240473,2497619,2738092,2738092,"30/05/2016","30/05/2021"
"CO","B","EH",16490,"","",0,1171,0,264902,0,264902,264902,"14/10/2009","14/10/2014"
"CO","B","EH",16491,"","",0,1127,276,286813,2577464,2864277,2864277,"25/04/2017","25/04/2022"
"CO","B","EH",16492,"","",0,1081,0,275119,0,275119,275119,"/  /","/  /"
"CO","B","EH",16493,"","",0,1078,0,243861,0,243861,243861,"28/04/2023","28/04/2028"
"CO","B","EH",16498,"","",0,1149,0,259931,0,259931,259931,"/  /","/  /"
"CO","B","EH",16499,"","",0,1271,0,323458,0,323458,323458,"/  /","/  /"
"CO","B","EH",16500,"","",0,1046,279,266207,1979495,2245702,2245702,"10/08/2016","10/08/2021"
"CO","B","EH",16501,"","",0,1007,0,227804,0,227804,227804,"14/10/2009","14/10/2014"
"CO","B","EH",16502,"","",0,1035,0,234138,0,234138,234138,"14/10/2009","14/10/2014"
"CO","B","EH",16503,"","",0,1001,0,226449,0,226449,226449,"/  /","/  /"
"CO","B","EH",16506,"","",0,1209,0,307696,0,307696,307696,"14/10/2009","14/10/2014"
"CO","B","EH",16507,"","",0,1318,0,230288,0,230288,230288,"14/10/2009","14/10/2014"
"CO","B","EH",16510,"","",0,1003,406,226903,3219885,3446788,3446788,"07/03/2017","07/03/2022"
"CO","B","EH",16511,"","",0,1005,0,227356,0,227356,227356,"14/10/2009","14/10/2014"
"CO","B","EH",16512,"","",0,1001,121,226449,1346947,1573396,1573396,"09/09/2015","09/09/2020"
"CO","B","EH",16513,"","",0,1003,0,226903,0,226903,226903,"27/09/2021","27/09/2026"
"CO","B","EH",16514,"","",0,1001,0,254758,0,254758,254758,"14/10/2009","14/10/2014"
"CO","B","EH",16515,"","",0,1000,0,254492,0,254492,254492,"14/10/2009","14/10/2014"
"CO","B","EH",16516,"","",0,1055,121,268490,1142008,1410498,1410498,"08/09/2006","08/09/2011"
"CO","B","EH",16518,"","",0,504,274,66510,2838141,2904651,2904651,"21/12/2016","21/12/2021"
"CO","B","EH",16519,"","",0,600,196,45243,1899468,1944711,1944711,"23/09/2020","23/09/2025"
"CO","B","EH",16523,"","",0,1000,131,226218,1171043,1397261,1163052,"24/08/2021","24/08/2026"
"CO","B","EH",16524,"","",0,1000,158,226218,1872663,2098881,2098881,"13/11/2007","13/11/2012"
"CO","B","EH",16525,"","",0,1000,0,226218,0,226218,226218,"24/08/2004","24/08/2009"
"CO","B","EH",16526,"","",0,1000,0,226218,0,226218,226218,"24/08/2004","24/08/2009"
"CO","B","EH",16528,"","",0,1151,0,292921,0,292921,292921,"/  /","/  /"
"CO","B","EH",16529,"","",0,1009,0,228260,0,228260,228260,"/  /","/  /"
"CO","B","EH",16530,"","",0,1001,178,226449,2170098,2396547,2396547,"31/10/2019","31/10/2024"
"CO","B","EH",16531,"","",0,1001,0,226449,0,226449,226449,"/  /","/  /"
"CO","B","EH",16532,"","",0,1001,165,226449,930405,1156854,1156854,"11/12/2007","11/12/2012"
"CO","B","EH",16533,"","",0,1000,146,254492,924932,1179424,1179424,"20/10/2018","20/10/2023"
"CO","B","EH",16535,"","",0,5335,0,1206894,0,1206894,1206894,"/  /","/  /"
"CO","B","EH",16539,"","",0,1417,0,360628,0,360628,360628,"28/06/2022","28/06/2027"
"CO","B","EH",16540,"","",0,1053,0,238208,0,238208,238208,"/  /","/  /"
"CO","B","EH",16541,"","",0,1234,0,279159,0,279159,279159,"/  /","/  /"
"CO","B","EH",16542,"","",0,2035,0,460356,0,460356,460356,"17/06/2023","17/06/2028"
"CO","B","EH",16543,"","",0,2425,0,548584,0,548584,548584,"17/06/2023","17/06/2028"
"CO","B","EH",16544,"","",0,2670,0,604010,0,604010,604010,"17/06/2023","17/06/2028"
"CO","B","EH",16545,"","",0,1056,0,238881,0,238881,238881,"/  /","/  /"
"CO","B","EH",16546,"","",0,1251,0,318380,0,318380,318380,"17/04/2023","17/04/2028"
"CO","B","EH",16547,"","",0,1246,0,281865,0,281865,281865,"17/06/2023","17/06/2028"
"CO","B","EH",16548,"","",0,1320,0,298608,0,298608,298608,"/  /","/  /"
"CO","B","EH",16549,"","",0,1070,0,242054,0,242054,242054,"/  /","/  /"
"CO","B","EH",16550,"","",0,1107,0,281731,0,281731,281731,"/  /","/  /"
"CO","B","EH",16553,"","",0,1010,0,228483,0,228483,228483,"17/06/2023","17/06/2028"
"CO","B","EH",16554,"","",0,1029,0,232779,0,232779,232779,"17/06/2023","17/06/2028"
"CO","B","EH",16555,"","",0,1088,0,246123,0,246123,246123,"17/06/2023","17/06/2028"
"CO","B","EH",16556,"","",0,1173,0,298526,0,298526,298526,"17/04/2023","17/04/2028"
"CO","B","EH",16560,"","",0,2294,0,518950,0,518950,518950,"/  /","/  /"
"CO","B","EH",16612,"","",0,344,0,107005,0,107005,107005,"01/02/2005","01/02/2010"
"CO","B","EH",16613,"","",0,357,0,111045,0,111045,111045,"01/02/2005","01/02/2010"
"CO","B","EH",16643,"","",0,1000,0,160238,0,160238,160238,"/  /","/  /"
"CO","B","EH",16644,"","",0,2295,0,194693,0,194693,194693,"15/12/2022","15/12/2027"
"CO","B","EH",16645,"","",0,2288,0,194095,0,194095,194095,"/  /","/  /"
"CO","B","EH",16646,"","",0,2618,0,222094,0,222094,222094,"/  /","/  /"
"CO","B","EH",16647,"","",0,455,0,30015,0,30015,30015,"/  /","/  /"
"CO","B","EH",16648,"","",0,452,0,51128,0,51128,51128,"/  /","/  /"
"CO","B","EH",16649,"","",0,504,0,42740,0,42740,42740,"/  /","/  /"
"CO","B","EH",16700,"","",0,2147,0,182137,0,182137,182137,"12/01/2023","12/01/2028"
"CO","B","EH",16701,"","",0,2800,0,237531,0,237531,237531,"24/04/2010","24/04/2015"
"CO","B","EH",16703,"","",0,2368,0,200885,0,200885,200885,"/  /","/  /"
"CO","B","EH",16704,"","",0,2367,0,200793,0,200793,200793,"/  /","/  /"
"CO","B","EH",16705,"","",0,2574,0,218366,0,218366,218366,"/  /","/  /"
"CO","B","EH",16727,"","",0,312,101,49986,697968,747954,489640,"04/01/2024","04/01/2029"
"CO","B","EH",16728,"","",0,312,0,49986,0,49986,49986,"15/11/2022","15/11/2027"
"CO","B","EH",16729,"","",0,312,0,49986,0,49986,49986,"15/11/2022","15/11/2027"
"CO","B","EH",16730,"","",0,306,0,54800,0,54800,54800,"15/11/2022","15/11/2027"
"CO","B","EH",16731,"","",0,360,0,57689,0,57689,57689,"15/11/2022","15/11/2027"
"CO","B","EH",16732,"","",0,360,0,57689,0,57689,57689,"15/11/2022","15/11/2027"
"CO","B","EH",16733,"","",0,360,80,57689,849969,907658,907658,"07/12/2020","07/12/2025"
"CO","B","EH",16734,"","",0,360,0,57689,0,57689,57689,"/  /","/  /"
"CO","B","EH",16735,"","",0,360,176,57689,1872149,1929838,1929838,"18/10/2011","18/10/2016"
"CO","B","EH",16742,"","",0,567,104,48100,938212,986312,986312,"29/08/2007","29/08/2012"
"CO","B","EH",16743,"","",0,576,183,65159,1588598,1653757,1653757,"19/10/2004","19/10/2009"
"CO","B","EH",16744,"","",0,2394,0,203089,0,203089,203089,"/  /","/  /"
"CO","B","EH",16745,"","",0,2196,0,186297,0,186297,186297,"/  /","/  /"
"CO","B","EH",16746,"","",0,2513,0,213191,0,213191,213191,"/  /","/  /"
"CO","B","EH",16747,"","",0,420,0,91049,0,91049,91049,"/  /","/  /"
"CO","B","EH",16748,"","",0,420,190,79174,1491705,1570879,1272538,"03/02/2021","03/02/2026"
"CO","B","EH",16749,"","",0,504,239,95014,2338454,2433468,2563461,"01/06/2023","01/06/2028"
"CO","B","EH",16753,"","",0,1008,195,133011,1100759,1233770,1233770,"28/06/2018","28/06/2023"
"CO","B","EH",16754,"","",0,747,280,183078,3112175,3295253,3295253,"17/03/2009","17/03/2014"
"CO","B","EH",16755,"","",0,847,469,375229,4240874,4616103,4616103,"17/05/2014","17/05/2019"
"CO","B","EH",16758,"","",0,606,0,97110,0,97110,97110,"/  /","/  /"
"CO","B","EH",16759,"","",0,489,0,69137,0,69137,69137,"/  /","/  /"
"CO","B","EH",16762,"","",0,1338,558,290070,4485178,4775248,4775248,"13/12/2018","13/12/2023"
"CO","B","EH",16768,"","",0,2501,0,212157,0,212157,212157,"/  /","/  /"
"CO","B","EH",16769,"","",0,2502,0,212251,0,212251,212251,"/  /","/  /"
"CO","B","EH",16770,"","",0,2603,0,220814,0,220814,220814,"/  /","/  /"
"CO","B","EH",16786,"","",0,1851,0,157026,0,157026,157026,"29/09/2021","29/09/2026"
"CO","B","EH",16788,"","",0,3733,0,351863,0,351863,351863,"/  /","/  /"
"CO","B","EH",16792,"","",0,2539,0,215393,0,215393,215393,"31/08/2023","31/08/2028"
"CO","B","EH",16793,"","",0,2527,0,214368,0,214368,214368,"09/05/2022","09/05/2027"
"CO","B","EH",16801,"","",0,2563,0,217433,0,217433,217433,"28/06/2022","28/06/2027"
"CO","B","EH",16803,"","",0,2519,0,213702,0,213702,213702,"02/02/2022","02/02/2027"
"CO","B","EH",16811,"","",0,2503,0,188739,0,188739,188739,"/  /","/  /"
"CO","B","EH",16812,"","",0,420,287,60170,2967451,3027621,3027621,"12/01/2012","12/01/2017"
"CO","B","EH",16813,"","",0,504,121,64607,1206873,1271480,1271480,"11/06/2009","11/06/2014"
"CO","B","EH",16815,"","",0,1092,255,148215,2101239,2249454,2249454,"04/04/2013","04/04/2018"
"CO","B","EH",16816,"","",0,1026,0,193411,0,193411,193411,"/  /","/  /"
"CO","B","EH",16819,"","",0,1001,0,128323,0,128323,128323,"03/03/2005","03/03/2010"
"CO","B","EH",16820,"","",0,1655,892,748793,10130975,10879768,8541431,"21/11/2022","21/11/2027"
"CO","B","EH",16825,"","",0,360,180,29867,1470354,1500221,1549777,"22/02/2022","22/02/2027"
"CO","B","EH",16826,"","",0,1359,323,440667,3299414,3740081,4209978,"29/11/2023","29/11/2028"
"CO","B","EH",16851,"","",0,120,56,64241,320428,384669,384669,"/  /","/  /"
"CO","B","EH",16885,"","",0,918,275,145373,2097352,2242725,2242725,"28/05/2007","28/05/2012"
"CO","B","EH",16892,"","",0,720,116,118028,1655788,1773816,1773816,"/  /","/  /"
"CO","B","EH",16893,"","",0,1055,537,677952,7665169,8343121,8343121,"/  /","/  /"
"CO","B","EH",17107,"","",0,48,0,25493,0,25493,25493,"/  /","/  /"
"CO","B","EH",17113,"","",0,390,0,89505,0,89505,89505,"/  /","/  /"
"CO","B","EH",17114,"","",0,384,0,95680,0,95680,95680,"/  /","/  /"
"CO","B","EH",17138,"","",0,978,369,96196,3073182,3169378,3169378,"19/10/2006","19/10/2011"
"CO","B","EH",17142,"","",0,1001,239,65640,2230912,2296552,2255854,"16/09/2022","16/09/2027"
"CO","B","EH",17143,"","",0,753,91,212311,943677,1155988,1155988,"/  /","/  /"
"CO","B","EH",17146,"","",0,2676,0,333392,0,333392,987540,"17/11/2020","17/11/2025"
"CO","B","EH",17147,"","",0,2682,0,336979,0,336979,629617,"17/11/2020","17/11/2025"
"CO","B","EH",17148,"","",0,720,140,118028,948689,1066717,1066717,"26/09/2006","26/09/2011"
"CO","B","EH",17149,"","",0,1001,0,65640,0,65640,65640,"16/09/2022","16/09/2027"
"CO","B","EH",17150,"","",0,1000,0,59011,0,59011,59011,"/  /","/  /"
"CO","B","EH",17151,"","",0,1000,0,59011,0,59011,59011,"/  /","/  /"
"CO","B","EH",17152,"","",0,1343,440,140898,7704186,7845084,7845084,"/  /","/  /"
"CO","B","EH",17155,"","",0,546,267,78764,3901492,3980256,3980256,"08/01/2007","08/01/2012"
"CO","B","EH",17156,"","",0,936,306,176600,1971057,2147657,2147657,"05/04/2017","05/04/2022"
"CO","B","EH",17159,"","",0,1080,0,172407,0,172407,172407,"/  /","/  /"
"CO","B","EH",17160,"","",0,2520,116,402262,1087045,1489307,1489307,"04/11/2011","04/11/2016"
"CO","B","EH",17162,"","",0,2449,0,150362,0,150362,150362,"/  /","/  /"
"CO","B","EH",17168,"","",0,2500,0,199537,0,199537,199537,"05/05/2021","05/05/2026"
"CO","B","EH",17169,"","",0,4719,0,434588,0,434588,434588,"/  /","/  /"
"CO","B","EH",17170,"","",0,2521,0,201223,0,201223,201223,"16/08/2023","16/08/2028"
"CO","B","EH",17171,"","",0,2554,0,203848,0,203848,203848,"23/10/2023","23/10/2028"
"CO","B","EH",17177,"","",0,2600,0,207514,0,207514,207514,"31/08/2023","31/08/2028"
"CO","B","EH",17180,"","",0,2506,0,230795,0,230795,230795,"/  /","/  /"
"CO","B","EH",17181,"","",0,3356,0,267861,0,267861,267861,"/  /","/  /"
"CO","B","EH",17182,"","",0,3464,0,276484,0,276484,276484,"17/11/2021","17/11/2026"
"CO","B","EH",17185,"","",0,3070,0,245031,0,245031,245031,"/  /","/  /"
"CO","B","EH",17186,"","",0,1235,0,98565,0,98565,98565,"/  /","/  /"
"CO","B","EH",17188,"","",0,3490,347,278558,2507673,2786231,2284696,"16/02/2021","16/02/2026"
"CO","B","EH",17189,"","",0,3397,0,271135,0,271135,271135,"25/11/2011","25/11/2016"
"CO","B","EH",17191,"","",0,2743,0,252622,0,252622,252622,"/  /","/  /"
"CO","B","EH",17193,"","",0,2508,0,200183,0,200183,200183,"/  /","/  /"
"CO","B","EH",17194,"","",0,2508,0,200183,0,200183,200183,"/  /","/  /"
"CO","B","EH",17195,"","",0,1117,268,253753,2679772,2933525,2933525,"31/10/2013","31/10/2018"
"CO","B","EH",17196,"","",0,1083,289,246023,2661279,2907302,2993320,"16/08/2022","16/08/2027"
"CO","B","EH",17199,"","",0,1080,351,245340,2684227,2929567,2929567,"08/07/2005","08/07/2010"
"CO","B","EH",17200,"","",0,772,393,189165,3234729,3423894,3423894,"09/05/2016","09/05/2021"
"CO","B","EH",17201,"","",0,1279,448,361219,3303952,3665171,3665171,"26/06/2008","26/06/2013"
"CO","B","EH",17227,"","",0,380,0,72318,0,72318,72318,"27/04/2017","27/04/2022"
"CO","B","EH",17228,"","",0,373,170,80150,2297816,2377966,2377966,"27/04/2017","27/04/2022"
"CO","B","EH",17231,"","",0,753,195,189545,1858134,2047679,2047679,"05/02/2019","05/02/2024"
"CO","B","EH",17232,"","",0,2269,291,842958,5568057,6411015,6411015,"/  /","/  /"
"CO","B","EH",17233,"","",0,1004,208,240395,3265645,3506040,3506040,"/  /","/  /"
"CO","B","EH",17234,"","",0,801,399,422962,4091710,4514672,4514672,"24/01/2008","24/01/2013"
"CO","B","EH",17237,"","",0,312,0,78542,0,78542,78542,"/  /","/  /"
"CO","B","EH",17238,"","",0,332,218,95811,2307163,2402974,2402974,"13/04/2016","13/04/2021"
"CO","B","EH",17239,"","",0,1601,422,241332,5101689,5343021,5343021,"04/12/2007","04/12/2012"
"CO","B","EH",17249,"","",0,618,0,1319777,3484209,4803986,4803986,"/  /","/  /"
"CO","B","EH",17252,"","",0,757,327,262071,3090708,3352779,3472455,"13/09/2021","13/09/2026"
"CO","B","EH",17253,"","",0,306,0,57818,0,57818,57818,"19/04/2023","19/04/2028"
"CO","B","EH",17254,"","",0,312,0,50905,0,50905,50905,"19/04/2023","19/04/2028"
"CO","B","EH",17255,"","",0,360,0,59072,0,59072,59072,"19/04/2023","19/04/2028"
"CO","B","EH",17266,"","",0,4536,0,1603844,3464732,5068576,5068576,"/  /","/  /"
"CO","B","EH",17271,"","",0,618,178,135746,1504427,1640173,1640173,"29/12/2009","29/12/2014"
"CO","B","EH",17272,"","",0,1241,0,576928,0,576928,576928,"/  /","/  /"
"CO","B","EH",17275,"","",0,353,347,159629,5183161,5342790,5342790,"14/02/2007","14/02/2012"
"CO","B","EH",17277,"","",0,1676,338,168436,2936205,3104641,3388198,"20/12/2022","20/12/2027"
"CO","B","EH",17279,"","",0,973,0,183515,2046916,2230431,2230431,"/  /","/  /"
"CO","B","EH",17280,"","",0,1000,321,138263,4224696,4362959,4362959,"05/02/2014","05/02/2019"
"CO","B","EH",17281,"","",0,1000,465,150836,4564799,4715635,4715635,"06/11/2015","06/11/2020"
"CO","B","EH",17282,"","",0,618,232,139520,2783878,2923398,2334057,"15/02/2023","15/02/2028"
"CO","B","EH",17287,"","",0,1200,235,98034,2104293,2202327,1360609,"06/04/2022","06/04/2027"
"CO","B","EH",17307,"","",0,620,128,253270,510012,763282,763282,"13/10/2016","13/10/2021"
"CO","B","EH",17308,"","",0,440,230,179746,2199854,2379600,2379600,"14/02/2008","14/02/2013"
"CO","B","EH",17312,"","",0,476,0,71643,0,71643,71643,"26/01/2024","26/01/2029"
"CO","B","EH",17313,"","",0,600,0,90494,0,90494,90494,"/  /","/  /"
"CO","B","EH",17314,"","",0,600,0,90494,0,90494,90494,"/  /","/  /"
"CO","B","EH",17315,"","",0,600,0,90494,0,90494,90494,"/  /","/  /"
"CO","B","EH",17316,"","",0,600,246,90494,1882125,1972619,1972619,"07/12/2009","07/12/2014"
"CO","B","EH",17319,"","",0,694,217,13085,1295223,1308308,1308308,"11/06/2012","11/06/2017"
"CO","B","EH",17326,"","",0,1155,0,217446,0,217446,217446,"/  /","/  /"
"CO","B","EH",17327,"","",0,1000,164,162923,1377009,1539932,1539932,"13/09/2012","13/09/2017"
"CO","B","EH",17328,"","",0,1000,0,162923,0,162923,162923,"/  /","/  /"
"CO","B","EH",17329,"","",0,1000,0,162923,0,162923,162923,"/  /","/  /"
"CO","B","EH",17330,"","",0,1009,0,227471,0,227471,227471,"09/08/2023","09/08/2028"
"CO","B","EH",17331,"","",0,1004,0,226218,0,226218,226218,"04/05/2016","04/05/2021"
"CO","B","EH",17332,"","",0,1006,0,226842,0,226842,226842,"03/06/2022","03/06/2027"
"CO","B","EH",17333,"","",0,1001,0,225592,0,225592,225592,"/  /","/  /"
"CO","B","EH",17334,"","",0,1001,96,225592,1068998,1294590,1294590,"05/07/2017","05/07/2022"
"CO","B","EH",17337,"","",0,406,313,132608,2134106,2266714,2051877,"20/12/2023","20/12/2028"
"CO","B","EH",17338,"","",0,489,357,209279,2016379,2225658,2225658,"12/11/2020","12/11/2025"
"CO","B","EH",17339,"","",0,1344,0,194180,1276939,1471119,1471119,"/  /","/  /"
"CO","B","EH",17346,"","",0,6588,0,279492,0,279492,279492,"21/04/2022","21/04/2027"
"CO","B","EH",17348,"","",0,393,277,219967,3025387,3245354,3245354,"07/04/2017","07/04/2022"
"CO","B","EH",17349,"","",0,318,0,171574,1241215,1412789,1412789,"18/11/2003","18/11/2008"
"CO","B","EH",17350,"","",0,583,0,300406,1006798,1307204,1307204,"18/11/2003","18/11/2008"
"CO","B","EH",17351,"","",0,934,0,404733,956648,1361381,1361381,"18/11/2003","18/11/2008"
"CO","B","EH",17362,"","",0,814,476,311405,5307627,5619032,5902902,"12/09/2023","12/09/2028"
"CO","B","EH",17457,"","",0,720,273,117529,2780929,2898458,2898458,"08/09/2020","08/09/2025"
"CO","B","EH",17459,"","",0,8160,3257,819525,59488488,60308013,60308013,"19/05/2004","19/05/2009"
"CO","B","EH",17461,"","",0,1004,461,331334,6121988,6453322,6453322,"22/02/2015","22/02/2020"
"CO","B","EH",17462,"","",0,1004,258,331334,1346356,1677690,1677690,"21/05/2004","21/05/2009"
"CO","B","EH",17464,"","",0,1344,0,186040,0,186040,186040,"27/05/2004","27/05/2009"
"CO","B","EH",17465,"","",0,1152,286,152088,2576056,2728144,2728144,"05/05/2017","05/05/2022"
"CO","B","EH",17466,"","",0,2122,1141,320517,11365650,11686167,11686167,"06/02/2006","06/02/2011"
"CO","B","EH",17470,"","",0,706,266,394675,2313499,2708174,2708174,"29/06/2004","29/06/2009"
"CO","B","EH",17475,"","",0,554,274,208651,2913220,3121871,3434127,"23/02/2022","23/02/2027"
"CO","B","EH",17479,"","",0,720,249,158374,1906114,2064488,2064488,"15/07/2014","15/07/2019"
"CO","B","EH",17485,"","",0,733,229,156490,1911962,2068452,1776030,"21/05/2023","21/05/2028"
"CO","B","EH",17486,"","",0,1153,314,180997,2927917,3108914,3108914,"19/07/2007","19/07/2012"
"CO","B","EH",17487,"","",0,2898,0,527907,0,527907,527907,"31/08/2004","31/08/2009"
"CO","B","EH",17489,"","",0,1092,0,157746,0,157746,157746,"13/09/2004","13/09/2009"
"CO","B","EH",17493,"","",0,1035,221,266473,1936714,2203187,2203187,"20/08/2020","20/08/2025"
"CO","B","EH",17494,"","",0,1000,140,226246,1858315,2084561,2084561,"08/03/2007","08/03/2012"
"CO","B","EH",17495,"","",0,1000,247,226246,2383467,2609713,2609713,"22/10/2007","22/10/2012"
